"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Funding Details","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Dağdeviren M.; Altay M.; Biten Güven G.; Ertuğrul D.T.","Dağdeviren, Murat (57034010200); Altay, Mustafa (17134479100); Biten Güven, Gülsüm (36095632800); Ertuğrul, Derun Taner (9280148200)","57034010200; 17134479100; 36095632800; 9280148200","Two cases of hypothyroidism with TSH receptor gene D727E polymorphism that converted to hyperthyroidism after many years; [Hipotiroidinin yıllar sonra hipertiroidiye dönüştüğü iki vaka ve D727E polimorfizmi]","2018","Turkish Journal of Endocrinology and Metabolism","22","2","","108","112","4","0","10.25179/tjem.2017-56529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048877196&doi=10.25179%2ftjem.2017-56529&partnerID=40&md5=44b07a430799fb42367d6b5e84218b01","Keçiören Training and Research Hospital, Clinic of Endocrinology and Metabolism, Ankara, Turkey; Keçiören Training and Research Hospital, Clinic of Clinical Microbiology, Ankara, Turkey","Dağdeviren M., Keçiören Training and Research Hospital, Clinic of Endocrinology and Metabolism, Ankara, Turkey; Altay M., Keçiören Training and Research Hospital, Clinic of Endocrinology and Metabolism, Ankara, Turkey; Biten Güven G., Keçiören Training and Research Hospital, Clinic of Clinical Microbiology, Ankara, Turkey; Ertuğrul D.T., Keçiören Training and Research Hospital, Clinic of Endocrinology and Metabolism, Ankara, Turkey","","M. Dağdeviren; Keçiören Training and Research Hospital, Clinic of Endocrinology and Metabolism, Ankara, Turkey; email: muratdagdeviren61@hotmail.com","","Turkiye Klinikleri","13012193","","","","English","Turk. J. Endocrinol. Metab.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85048877196"
"Passeri E.; Sansone V.A.; Verdelli C.; Mendola M.; Corbetta S.","Passeri, Elena (25642842500); Sansone, Valeria A. (7006496638); Verdelli, Chiara (55361118000); Mendola, Marco (56061583700); Corbetta, Sabrina (6603998237)","25642842500; 7006496638; 55361118000; 56061583700; 6603998237","Asymptomatic myotonia congenita unmasked by severe hypothyroidism","2014","Neuromuscular Disorders","24","4","","365","367","2","8","10.1016/j.nmd.2014.01.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895790042&doi=10.1016%2fj.nmd.2014.01.006&partnerID=40&md5=816f53b53fc4b9321105fc7c68b0cbd2","Endocrinology and Diabetology Unit, Dept. Biomedical Sciences for Health, University of Milan, IRCCS Policlinico San Donato, San Donato M.se, Milan, Italy; NEuroMuscular Omnicentre (NEMO), Fondazione Serena Onlus, Dept. Biomedical Sciences for Health, University of Milan, Milan, Italy; Molecular Biology Laboratory, IRCCS Policlinico San Donato, San Donato M.se, Milan, Italy","Passeri E., Endocrinology and Diabetology Unit, Dept. Biomedical Sciences for Health, University of Milan, IRCCS Policlinico San Donato, San Donato M.se, Milan, Italy; Sansone V.A., NEuroMuscular Omnicentre (NEMO), Fondazione Serena Onlus, Dept. Biomedical Sciences for Health, University of Milan, Milan, Italy; Verdelli C., Molecular Biology Laboratory, IRCCS Policlinico San Donato, San Donato M.se, Milan, Italy; Mendola M., Endocrinology and Diabetology Unit, Dept. Biomedical Sciences for Health, University of Milan, IRCCS Policlinico San Donato, San Donato M.se, Milan, Italy; Corbetta S., Endocrinology and Diabetology Unit, Dept. Biomedical Sciences for Health, University of Milan, IRCCS Policlinico San Donato, San Donato M.se, Milan, Italy","","S. Corbetta; Endocrinology and Diabetology Unit, Dept. Biomedical Sciences for Health, University of Milan, IRCCS Policlinico San Donato, 20097 San Donato M.se, Milan, Piazza Malan 1, Italy; email: sabrina.corbetta@unimi.it","","Elsevier Ltd","09608966","","NEDIE","24530047","English","Neuromuscular Disord.","Article","Final","","Scopus","2-s2.0-84895790042"
"Arakawa Y.; Watanabe M.; Takemura K.; Inoue N.; Hidaka Y.; Iwatani Y.","Arakawa, Y. (57189582235); Watanabe, M. (55793188612); Takemura, K. (57217116265); Inoue, N. (35750180700); Hidaka, Y. (7102099529); Iwatani, Y. (7005606504)","57189582235; 55793188612; 57217116265; 35750180700; 7102099529; 7005606504","The IL15 +96522 A>T functional polymorphism is related to the differentiation of Th17 cells and the severity of Hashimoto's disease","2017","International Journal of Immunogenetics","44","2","","41","50","9","5","10.1111/iji.12305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012936935&doi=10.1111%2fiji.12305&partnerID=40&md5=c72a19b2dde12b2b4fdb05baa2e5dfe4","Department of Biomedical Informatics, Division of Health Sciences, Osaka University Graduate School of Medicine, Suita, Osaka, Japan; Department of Laboratory Medicine, Osaka University Hospital, Suita, Osaka, Japan","Arakawa Y., Department of Biomedical Informatics, Division of Health Sciences, Osaka University Graduate School of Medicine, Suita, Osaka, Japan; Watanabe M., Department of Biomedical Informatics, Division of Health Sciences, Osaka University Graduate School of Medicine, Suita, Osaka, Japan; Takemura K., Department of Biomedical Informatics, Division of Health Sciences, Osaka University Graduate School of Medicine, Suita, Osaka, Japan; Inoue N., Department of Laboratory Medicine, Osaka University Hospital, Suita, Osaka, Japan; Hidaka Y., Department of Laboratory Medicine, Osaka University Hospital, Suita, Osaka, Japan; Iwatani Y., Department of Biomedical Informatics, Division of Health Sciences, Osaka University Graduate School of Medicine, Suita, Osaka, Japan","Japan Society for the Promotion of Science, KAKEN, (16K19207, 17H04111, 26293128)","Y. Iwatani; Department of Biomedical Informatics, Division of Health Sciences, Osaka University Graduate School of Medicine, Suita, Japan; email: iwatani@sahs.med.osaka-u.ac.jp","","Blackwell Publishing Ltd","17443121","","","28164472","English","Int. J. Immunogenet.","Article","Final","","Scopus","2-s2.0-85012936935"
"Lin J.-D.; Wang Y.-H.; Liu C.-H.; Lin Y.-C.; Lin J.-A.; Lin Y.-F.; Tang K.-T.; Cheng C.-W.","Lin, Jiunn-Diann (55144259700); Wang, Yuan-Hung (8611386700); Liu, Chia-Hung (26660217300); Lin, Ying-Chin (49461353700); Lin, Jui-An (8716432500); Lin, Yuh-Feng (7406588135); Tang, Kam-Tsun (36742146300); Cheng, Chao-Wen (55553935800)","55144259700; 8611386700; 26660217300; 49461353700; 8716432500; 7406588135; 36742146300; 55553935800","Association of IRF8 gene polymorphisms with autoimmune thyroid disease","2015","European Journal of Clinical Investigation","45","7","","711","719","8","19","10.1111/eci.12463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933279687&doi=10.1111%2feci.12463&partnerID=40&md5=dac71afbe983f44ebfbe3ada8cdad5c3","Graduate Institute of Clinical Medicine, College of Medicine, Taipei Medical University, Taipei, Taiwan; Division of Endocrinology, Department of Internal Medicine, Shuang-Ho Hospital, School of Medicine, College of Medicine, Taipei Medical University, New Taipei City, Taiwan; Department of Urology, Shuang-Ho Hospital, School of Medicine, College of Medicine, Taipei Medical University, New Taipei City, Taiwan; Department of Family Medicine, Shuang-Ho Hospital, School of Medicine, College of Medicine, Taipei Medical University, New Taipei City, Taiwan; Division of Nephrology, Department of Internal Medicine, Shuang-Ho Hospital, School of Medicine, College of Medicine, Taipei Medical University, New Taipei City, Taiwan; Division of Endocrinology and Metabolism, Department of Internal Medicine, Veterans General Hospital, National Yang-Ming University, Taipei, Taiwan","Lin J.-D., Graduate Institute of Clinical Medicine, College of Medicine, Taipei Medical University, Taipei, Taiwan, Division of Endocrinology, Department of Internal Medicine, Shuang-Ho Hospital, School of Medicine, College of Medicine, Taipei Medical University, New Taipei City, Taiwan; Wang Y.-H., Graduate Institute of Clinical Medicine, College of Medicine, Taipei Medical University, Taipei, Taiwan, Department of Urology, Shuang-Ho Hospital, School of Medicine, College of Medicine, Taipei Medical University, New Taipei City, Taiwan; Liu C.-H., Department of Family Medicine, Shuang-Ho Hospital, School of Medicine, College of Medicine, Taipei Medical University, New Taipei City, Taiwan; Lin Y.-C., Department of Family Medicine, Shuang-Ho Hospital, School of Medicine, College of Medicine, Taipei Medical University, New Taipei City, Taiwan; Lin J.-A., Graduate Institute of Clinical Medicine, College of Medicine, Taipei Medical University, Taipei, Taiwan; Lin Y.-F., Graduate Institute of Clinical Medicine, College of Medicine, Taipei Medical University, Taipei, Taiwan, Division of Nephrology, Department of Internal Medicine, Shuang-Ho Hospital, School of Medicine, College of Medicine, Taipei Medical University, New Taipei City, Taiwan; Tang K.-T., Division of Endocrinology and Metabolism, Department of Internal Medicine, Veterans General Hospital, National Yang-Ming University, Taipei, Taiwan; Cheng C.-W., Graduate Institute of Clinical Medicine, College of Medicine, Taipei Medical University, Taipei, Taiwan","","C.-W. Cheng; Graduate Institute of Clinical Medicine, College of Medicine, Taipei Medical University, Taipei, 250 Wuxing St., 11031, Taiwan; email: ccheng@tmu.edu.tw","","","00142972","","EJCIB","25989711","English","Eur. J. Clin. Invest.","Article","Final","","Scopus","2-s2.0-84933279687"
"Sharma Khatiwada A.; Choudhury N.","Sharma Khatiwada, Aagat (57206407257); Choudhury, Natasha (11539168000)","57206407257; 11539168000","IgG4-positive Hashimoto thyroiditis and its association with IgG4-related sclerosing disease","2022","BMJ Case Reports","15","7","e249181","","","","2","10.1136/bcr-2022-249181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133600136&doi=10.1136%2fbcr-2022-249181&partnerID=40&md5=ddbb6c69f7dc14d91d7a2763d8e3236d","Department of Otolaryngology, East Surrey Hospital, Surrey, Redhill, United Kingdom; Department of Otolaryngology, Surrey and Sussex Healthcare Nhs Trust, Redhill, United Kingdom","Sharma Khatiwada A., Department of Otolaryngology, East Surrey Hospital, Surrey, Redhill, United Kingdom; Choudhury N., Department of Otolaryngology, Surrey and Sussex Healthcare Nhs Trust, Redhill, United Kingdom","","A. Sharma Khatiwada; Department of Otolaryngology, East Surrey Hospital, Redhill, Surrey, United Kingdom; email: aagat.sharmakhat@nhs.net","","BMJ Publishing Group","1757790X","","","35793849","English","BMJ Case Rep.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85133600136"
"Bhakat B.; Pal J.; Das S.; Charaborty S.K.; SircarMedical N.R.; Kolkata; RGKar; NorthBengal; Siliguri","Bhakat, Biva (58248221600); Pal, Jyotirmoy (58602681100); Das, Sukdeb (58248340100); Charaborty, Sumit Kr (58248340200); SircarMedical, Nil Ratan (58248340300); Kolkata (58248303700); RGKar (58248284100); NorthBengal (58248360500); Siliguri (58248303800)","58248221600; 58602681100; 58248340100; 58248340200; 58248340300; 58248303700; 58248284100; 58248360500; 58248303800","A Prospective Study to Evaluate the Possible Role of Cholecalciferol Supplementation on Autoimmunity in Hashimoto's Thyroiditis","2023","The Journal of the Association of Physicians of India","71","1","","1","","","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159242415&partnerID=40&md5=6fd8a6e8c1f440b5494c02bad08566a5","","","","","","NLM (Medline)","00045772","","","37116030","English","J Assoc Physicians India","Article","Final","","Scopus","2-s2.0-85159242415"
"Lin R.; Wang Z.-X.; Cottrill E.; Badjatia N.; Gargano S.M.","Lin, Ruihe (56437149400); Wang, Zi-Xuan (7410038947); Cottrill, Elizabeth (55942933200); Badjatia, Nitika (57224355976); Gargano, Stacey M (57219530037)","56437149400; 7410038947; 55942933200; 57224355976; 57219530037","Patient with multiple genetically distinct thyroid nodules including papillary thyroid carcinoma harboring novel YWHAG-BRAF fusion","2022","Cancer Genetics","266-267","","","51","56","5","2","10.1016/j.cancergen.2022.06.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133166429&doi=10.1016%2fj.cancergen.2022.06.006&partnerID=40&md5=0186b9560683e3af654030b3671e9346","Department of Pathology, Anatomy, and Cell Biology, Thomas Jefferson University Hospital, Philadelphia, PA, United States; Department of Otolaryngology-Head & Neck Surgery, Thomas Jefferson University Hospital, Philadelphia, PA, United States","Lin R., Department of Pathology, Anatomy, and Cell Biology, Thomas Jefferson University Hospital, Philadelphia, PA, United States; Wang Z.-X., Department of Pathology, Anatomy, and Cell Biology, Thomas Jefferson University Hospital, Philadelphia, PA, United States; Cottrill E., Department of Otolaryngology-Head & Neck Surgery, Thomas Jefferson University Hospital, Philadelphia, PA, United States; Badjatia N., Department of Pathology, Anatomy, and Cell Biology, Thomas Jefferson University Hospital, Philadelphia, PA, United States; Gargano S.M., Department of Pathology, Anatomy, and Cell Biology, Thomas Jefferson University Hospital, Philadelphia, PA, United States","","S.M. Gargano; Department of Pathology, Anatomy, and Cell Biology, Thomas Jefferson University Hospital, Philadelphia, United States; email: Stacey.Gargano@jefferson.edu","","Elsevier Inc.","22107762","","","35780657","English","Cancer Genet.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85133166429"
"Settas N.; Anapliotou M.; Kanavakis E.; Fryssira H.; Sofocleous C.; Dacou-Voutetakis C.; Chrousos G.P.; Voutetakis A.","Settas, Nikolaos (55577226900); Anapliotou, Margarita (6701784769); Kanavakis, Emmanuel (7006755072); Fryssira, Helen (6602617953); Sofocleous, Christalena (6603674801); Dacou-Voutetakis, Catherine (7003863718); Chrousos, George P. (36051235900); Voutetakis, Antonis (35449941400)","55577226900; 6701784769; 7006755072; 6602617953; 6603674801; 7003863718; 36051235900; 35449941400","A novel FOXL2 gene mutation and BMP15 variants in a woman with primary ovarian insufficiency and blepharophimosis-ptosis-epicanthus inversus syndrome","2015","Menopause","22","11","","1264","1268","4","7","10.1097/GME.0000000000000473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945926886&doi=10.1097%2fGME.0000000000000473&partnerID=40&md5=0ee052eebc4d34ad5d3f002af3e51df3","First Department of Pediatrics, School of Medicine, University of Athens, Thivon and Levadias Street, Athens, 11527, Greece; Department of Medical Genetics, School of Medicine, University of Athens, Athens, Greece; Private Practice, Athens, Greece; Research Institute for the Study of Genetic and Malignant Diseases of Childhood, Aghia Sophia Children's Hospital, Athens, Greece","Settas N., First Department of Pediatrics, School of Medicine, University of Athens, Thivon and Levadias Street, Athens, 11527, Greece, Department of Medical Genetics, School of Medicine, University of Athens, Athens, Greece; Anapliotou M., Private Practice, Athens, Greece; Kanavakis E., Department of Medical Genetics, School of Medicine, University of Athens, Athens, Greece; Fryssira H., Department of Medical Genetics, School of Medicine, University of Athens, Athens, Greece; Sofocleous C., Department of Medical Genetics, School of Medicine, University of Athens, Athens, Greece, Research Institute for the Study of Genetic and Malignant Diseases of Childhood, Aghia Sophia Children's Hospital, Athens, Greece; Dacou-Voutetakis C., First Department of Pediatrics, School of Medicine, University of Athens, Thivon and Levadias Street, Athens, 11527, Greece; Chrousos G.P., First Department of Pediatrics, School of Medicine, University of Athens, Thivon and Levadias Street, Athens, 11527, Greece; Voutetakis A., First Department of Pediatrics, School of Medicine, University of Athens, Thivon and Levadias Street, Athens, 11527, Greece","","A. Voutetakis; First Department of Pediatrics, School of Medicine, University of Athens, Athens, Thivon and Levadias Street, 11527, Greece; email: voutetakis@yahoo.com","","Lippincott Williams and Wilkins","10723714","","MENOF","25988799","English","Menopause","Article","Final","","Scopus","2-s2.0-84945926886"
"Chaves C.; Nunes Da Silva T.; Dias Pereira B.; Anselmo J.; Claro I.; Cavaco B.M.; Saramago A.; Leite V.","Chaves, Carolina (57188826466); Nunes Da Silva, Tiago (55969639000); Dias Pereira, Bernardo (57203862570); Anselmo, João (57197634966); Claro, Isabel (6602335126); Cavaco, Branca M. (9337655000); Saramago, Ana (57707438900); Leite, Valeriano (7005280097)","57188826466; 55969639000; 57203862570; 57197634966; 6602335126; 9337655000; 57707438900; 7005280097","A case report of multiple endocrine neoplasia type 1 and autoimmune disease: Coincidence or correlation?","2021","Medicine (United States)","100","49","e28145","","","","4","10.1097/MD.0000000000028145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121933043&doi=10.1097%2fMD.0000000000028145&partnerID=40&md5=a5c518728c2fa108e567848f85c315bd","Serviço de Endocrinologia e Nutrição, Hospital Divino Espírito Santo de Ponta Delgada, EPER, Azores Islands, Ponta Delgada, Portugal; Serviço de Endocrinologia, Instituto Português de Oncologia de Lisboa Francisco Gentil, Lisbon, Portugal; Unidade de Investigação em Patobiologia Molecular (UIPM), Instituto Português de Oncologia de Lisboa Francisco Gentil, Lisbon, Portugal; Serviço de Gastroenterologia, Instituto Português de Oncologia de Lisboa Francisco Gentil, Lisbon, Portugal; Nova Medical School, Lisbon, Portugal","Chaves C., Serviço de Endocrinologia e Nutrição, Hospital Divino Espírito Santo de Ponta Delgada, EPER, Azores Islands, Ponta Delgada, Portugal; Nunes Da Silva T., Serviço de Endocrinologia, Instituto Português de Oncologia de Lisboa Francisco Gentil, Lisbon, Portugal, Unidade de Investigação em Patobiologia Molecular (UIPM), Instituto Português de Oncologia de Lisboa Francisco Gentil, Lisbon, Portugal; Dias Pereira B., Serviço de Endocrinologia e Nutrição, Hospital Divino Espírito Santo de Ponta Delgada, EPER, Azores Islands, Ponta Delgada, Portugal; Anselmo J., Serviço de Endocrinologia e Nutrição, Hospital Divino Espírito Santo de Ponta Delgada, EPER, Azores Islands, Ponta Delgada, Portugal; Claro I., Serviço de Gastroenterologia, Instituto Português de Oncologia de Lisboa Francisco Gentil, Lisbon, Portugal; Cavaco B.M., Unidade de Investigação em Patobiologia Molecular (UIPM), Instituto Português de Oncologia de Lisboa Francisco Gentil, Lisbon, Portugal; Saramago A., Unidade de Investigação em Patobiologia Molecular (UIPM), Instituto Português de Oncologia de Lisboa Francisco Gentil, Lisbon, Portugal; Leite V., Serviço de Endocrinologia, Instituto Português de Oncologia de Lisboa Francisco Gentil, Lisbon, Portugal, Unidade de Investigação em Patobiologia Molecular (UIPM), Instituto Português de Oncologia de Lisboa Francisco Gentil, Lisbon, Portugal, Nova Medical School, Lisbon, Portugal","","C. Chaves; Serviço de Endocrinologia e Nutrição, Hospital Divino Espírito Santo de Ponta Delgada, EPER, Ponta Delgada, Azores Islands, Portugal; email: carolina.m.chs@gmail.com","","Lippincott Williams and Wilkins","00257974","","MEDIA","34889280","English","Medicine","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85121933043"
"Yassin S.H.; Henderson R.; Lenberg J.; Murillo V.; Murdock D.R.; Friedman J.; Jones M.C.; Wigby K.; Borooah S.","Yassin, Shaden H. (57211910839); Henderson, Riley (57199211634); Lenberg, Jerica (55918014700); Murillo, Viridiana (58089714800); Murdock, David R. (43861509000); Friedman, Jennifer (7401865980); Jones, Marilyn C. (8723181300); Wigby, Kristen (57191543754); Borooah, Shyamanga (15922456600)","57211910839; 57199211634; 55918014700; 58089714800; 43861509000; 7401865980; 8723181300; 57191543754; 15922456600","Further delineation of the CWC27-associated spliceosomeopathy: Case report and review of the literature","2023","American Journal of Medical Genetics, Part A","191","5","","1378","1383","5","2","10.1002/ajmg.a.63134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147376332&doi=10.1002%2fajmg.a.63134&partnerID=40&md5=64b7dcd0d09f94d3e9dd59fccb734d5a","Shiley Eye Institute, University of California, San Diego, CA, United States; Rady Children's Institute for Genomic Medicine, San Diego, CA, United States; Invitae Clinical Genomics Group, Invitae Corporation, San Francisco, CA, United States; Rady Children's Hospital-San Diego, Genetics and Dysmorphology Division, San Diego, CA, United States; Departments of Neurosciences and Pediatrics, University of California, San Diego, CA, United States; Division of Genetics, Department of Pediatrics, University of California, San Diego, CA, United States","Yassin S.H., Shiley Eye Institute, University of California, San Diego, CA, United States; Henderson R., Rady Children's Institute for Genomic Medicine, San Diego, CA, United States; Lenberg J., Rady Children's Institute for Genomic Medicine, San Diego, CA, United States; Murillo V., Rady Children's Institute for Genomic Medicine, San Diego, CA, United States; Murdock D.R., Invitae Clinical Genomics Group, Invitae Corporation, San Francisco, CA, United States; Friedman J., Rady Children's Institute for Genomic Medicine, San Diego, CA, United States, Rady Children's Hospital-San Diego, Genetics and Dysmorphology Division, San Diego, CA, United States, Departments of Neurosciences and Pediatrics, University of California, San Diego, CA, United States; Jones M.C., Rady Children's Hospital-San Diego, Genetics and Dysmorphology Division, San Diego, CA, United States, Division of Genetics, Department of Pediatrics, University of California, San Diego, CA, United States; Wigby K., Rady Children's Institute for Genomic Medicine, San Diego, CA, United States, Rady Children's Hospital-San Diego, Genetics and Dysmorphology Division, San Diego, CA, United States, Division of Genetics, Department of Pediatrics, University of California, San Diego, CA, United States; Borooah S., Shiley Eye Institute, University of California, San Diego, CA, United States","","S. Borooah; Ophthalmology, Retinal Division Shiley Eye Institute, University of California, San Diego, 9415 Campus Point Dr, La Jolla, 92093, United States; email: sborooah@health.ucsd.edu","","John Wiley and Sons Inc","15524825","","AJMGD","36718996","English","Am. J. Med. Genet. Part A","Article","Final","","Scopus","2-s2.0-85147376332"
"Kherrour W.; Kalicanin D.; Brčić L.; Hambaba L.; Yahia M.; Benbia S.; Perica V.B.","Kherrour, Warda (57220073710); Kalicanin, Dean (57204015795); Brčić, Luka (57212892017); Hambaba, Leila (25951282800); Yahia, Mouloud (56112493100); Benbia, Souheyla (56010906400); Perica, Vesna Boraska (57194595609)","57220073710; 57204015795; 57212892017; 25951282800; 56112493100; 56010906400; 57194595609","Genotype association of IP6K3 gene with Hashimoto’s thyroiditis in Algerian population (Aures region)","2020","Egyptian Journal of Medical Human Genetics","21","1","57","","","","1","10.1186/s43042-020-00086-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096771876&doi=10.1186%2fs43042-020-00086-0&partnerID=40&md5=b32f9f31483cb09ccdc8b35b80800687","Biotechnology’s Laboratory of the Bioactive Molecules and the Cellular Physiopathology, Department of Biology of Organisms, Faculty of Natural and Life Sciences, University of Batna 2, 53, Route of Constantine. Fesdis, Batna, 05078, Algeria; Department of Medical Biology, University of Split School of Medicine, Split, Croatia; Biotechnology’s Laboratory of the Bioactive Molecules and the Cellular Physiopathology, Department of Microbiology and Biochemistry, Faculty of Natural and Life Sciences, University of Batna 2, Batna, Algeria","Kherrour W., Biotechnology’s Laboratory of the Bioactive Molecules and the Cellular Physiopathology, Department of Biology of Organisms, Faculty of Natural and Life Sciences, University of Batna 2, 53, Route of Constantine. Fesdis, Batna, 05078, Algeria; Kalicanin D., Department of Medical Biology, University of Split School of Medicine, Split, Croatia; Brčić L., Department of Medical Biology, University of Split School of Medicine, Split, Croatia; Hambaba L., Biotechnology’s Laboratory of the Bioactive Molecules and the Cellular Physiopathology, Department of Microbiology and Biochemistry, Faculty of Natural and Life Sciences, University of Batna 2, Batna, Algeria; Yahia M., Biotechnology’s Laboratory of the Bioactive Molecules and the Cellular Physiopathology, Department of Biology of Organisms, Faculty of Natural and Life Sciences, University of Batna 2, 53, Route of Constantine. Fesdis, Batna, 05078, Algeria; Benbia S., Biotechnology’s Laboratory of the Bioactive Molecules and the Cellular Physiopathology, Department of Biology of Organisms, Faculty of Natural and Life Sciences, University of Batna 2, 53, Route of Constantine. Fesdis, Batna, 05078, Algeria; Perica V.B., Department of Medical Biology, University of Split School of Medicine, Split, Croatia","Endocrinology & Metabolism Clinics; Laboratory of Biotechnology of Bioactive; International Center for Genetic Engineering and Biotechnology, ICGEB; Direction Générale de la Recherche Scientifique et du Développement Technologique, DGRSDT","W. Kherrour; Biotechnology’s Laboratory of the Bioactive Molecules and the Cellular Physiopathology, Department of Biology of Organisms, Faculty of Natural and Life Sciences, University of Batna 2, Batna, 53, Route of Constantine. Fesdis, 05078, Algeria; email: w.kherrour@univ-batna2.dz","","Springer Science and Business Media Deutschland GmbH","11108630","","","","English","Egypt. J. Med. Hum. Genet.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85096771876"
"Chroni M.; Antypa E.; Pagianni E.; Stratigou T.","Chroni, Matilda (57202031135); Antypa, Eleni (36343335800); Pagianni, Eleni (57891131600); Stratigou, Theodora (16231601500)","57202031135; 36343335800; 57891131600; 16231601500","Supraglottic Upper Airway Obstruction as a Result of Fibrous Variant of Hashimoto Thyroiditis: A Case Report","2022","B-ENT","18","3","","212","215","3","0","10.5152/B-ENT.2022.21167","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138066506&doi=10.5152%2fB-ENT.2022.21167&partnerID=40&md5=2a9327bde3f00aa6d9442c3c1231ae4e","Department of Otolaryngology, Consultant Evangelismos Hospital, Athens, Greece; Department of Radiology, Consultant Evangelismos Hospital, Athens, Greece; Department of Pathology, Consultant Evangelismos Hospital, Athens, Greece; Department of Endocrinology, Evangelismos Hospital, Athens, Greece","Chroni M., Department of Otolaryngology, Consultant Evangelismos Hospital, Athens, Greece; Antypa E., Department of Radiology, Consultant Evangelismos Hospital, Athens, Greece; Pagianni E., Department of Pathology, Consultant Evangelismos Hospital, Athens, Greece; Stratigou T., Department of Endocrinology, Evangelismos Hospital, Athens, Greece","","M. Chroni; Department of Otolaryngology, Consultant Evangelismos Hospital, Athens, Greece; email: chronimatilda@yahoo.co.uk","","Koninklijke Belgische Vereniging voor ORL Gelaat en Halschirugie","1781782X","","","","English","B-ENT","Article","Final","","Scopus","2-s2.0-85138066506"
